0	-82.1041	-48.4774
1	-80.7239	-60.7872
2	-80.2865	-67.9234
3	-80.3338	-72.1609
4	-80.6175	-74.7707
5	-81.0042	-76.4599
6	-81.4234	-77.62
7	-81.839	-78.4677
8	-82.2331	-79.1233
9	-82.598	-79.6546
10	-82.9312	-80.1003
11	-83.2325	-80.4831
12	-83.5034	-80.8169
13	-83.7457	-81.1106
14	-83.9615	-81.3702
15	-84.1531	-81.6001
16	-84.3225	-81.8038
17	-84.4718	-81.984
18	-84.603	-82.1431
19	-84.718	-82.2833
20	-84.2983	-82.4065
21	12.278	-69.8335
22	21.3327	-33.5772
23	12.1356	-14.7889
24	7.22176	-5.93705
25	4.80353	-1.94158
26	3.74614	-0.246852
27	3.47577	0.417979
28	3.68762	0.680951
29	4.20117	0.841156
30	4.89597	1.02643
31	5.68396	1.27548
32	6.49863	1.58236
33	7.29113	1.92149
34	8.0286	2.26211
35	8.69235	2.57649
36	9.27523	2.84391
37	9.77812	3.05177
38	10.2074	3.19498
39	10.5726	3.27454
40	10.8838	3.29571
41	11.1508	3.26612
42	11.3819	3.1943
43	11.5836	3.08856
44	11.7613	2.95635
45	11.9186	2.80392
46	12.0583	2.63628
47	12.1822	2.45724
48	12.2914	2.26964
49	12.3868	2.07545
50	12.4689	1.87603
51	12.5379	1.67225
52	12.5941	1.46465
53	12.6374	1.25351
54	12.6681	1.03899
55	12.6862	0.82113
56	12.6918	0.599936
57	12.6851	0.375392
58	12.6662	0.147481
59	12.6354	-0.0838002
60	12.5928	-0.318434
61	12.5387	-0.55638
62	12.4733	-0.797574
63	12.3971	-1.04193
64	12.3104	-1.28933
65	12.2134	-1.53965
66	12.1065	-1.79275
67	11.9902	-2.04848
68	11.8647	-2.30665
69	11.7305	-2.5671
70	11.5878	-2.82967
71	11.4372	-3.09415
72	11.2789	-3.3604
73	11.1133	-3.62822
74	10.9407	-3.89746
75	10.7615	-4.16796
76	10.5759	-4.43956
77	10.3843	-4.71212
78	10.1869	-4.98551
79	9.98395	-5.25961
80	9.77578	-5.5343
81	9.56258	-5.80949
82	9.34457	-6.08509
83	9.12194	-6.361
84	8.89488	-6.63718
85	8.66355	-6.91355
86	8.42811	-7.19007
87	8.18869	-7.4667
88	7.94542	-7.74341
89	7.69841	-8.02018
90	7.44775	-8.297
91	7.19353	-8.57386
92	6.93583	-8.85076
93	6.67469	-9.12772
94	6.41018	-9.40476
95	6.14232	-9.68189
96	5.87116	-9.95915
97	5.5967	-10.2366
98	5.31896	-10.5142
99	5.03792	-10.7921
100	4.75358	-11.0703
101	4.46591	-11.3489
102	4.17487	-11.6279
103	3.88043	-11.9075
104	3.58251	-12.1876
105	3.28106	-12.4684
106	2.97599	-12.75
107	2.6672	-13.0325
108	2.3546	-13.316
109	2.03804	-13.6006
110	1.7174	-13.8864
111	1.39252	-14.1737
112	1.06322	-14.4624
113	0.729322	-14.7529
114	0.390606	-15.0452
115	0.0468415	-15.3396
116	-0.302227	-15.6363
117	-0.65688	-15.9354
118	-1.01742	-16.2372
119	-1.38419	-16.5421
120	-1.75754	-16.8501
121	-2.13787	-17.1617
122	-2.5256	-17.4772
123	-2.92121	-17.7969
124	-3.32518	-18.1211
125	-3.73805	-18.4503
126	-4.16041	-18.7849
127	-4.59288	-19.1254
128	-5.03611	-19.4721
129	-5.49084	-19.8257
130	-5.95781	-20.1867
131	-6.43783	-20.5556
132	-6.93178	-20.9331
133	-7.44056	-21.32
134	-7.96513	-21.7167
135	-8.50651	-22.1242
136	-9.06575	-22.5432
137	-9.64394	-22.9744
138	-10.2422	-23.4188
139	-10.8618	-23.8772
140	-11.5038	-24.3505
141	-12.1694	-24.8397
142	-12.8598	-25.3456
143	-13.5762	-25.8692
144	-14.3197	-26.4114
145	-15.0914	-26.9731
146	-15.8921	-27.5551
147	-16.7228	-28.1583
148	-17.5841	-28.7833
149	-18.4766	-29.4308
150	-19.4007	-30.1012
151	-20.3564	-30.795
152	-21.3438	-31.5122
153	-22.3626	-32.2531
154	-23.4124	-33.0176
155	-24.4927	-33.8054
156	-25.6027	-34.6162
157	-26.7416	-35.4496
158	-27.9088	-36.305
159	-29.1033	-37.182
160	-30.3246	-38.0799
161	-31.5723	-38.9984
162	-32.846	-39.937
163	-34.146	-40.8956
164	-35.4726	-41.8743
165	-36.8269	-42.8733
166	-38.2063	-43.8928
167	-39.6104	-44.9318
168	-41.0452	-45.9913
169	-42.5152	-47.0738
170	-44.0245	-48.1824
171	-45.577	-49.3203
172	-47.1768	-50.4909
173	-48.8276	-51.6975
174	-50.5328	-52.9438
175	-52.2947	-54.2327
176	-54.1137	-55.567
177	-55.9873	-56.9478
178	-57.909	-58.3748
179	-59.8669	-59.8447
180	-61.8434	-61.3506
181	-63.815	-62.8815
182	-65.7542	-64.4225
183	-67.6317	-65.9547
184	-69.4199	-67.4577
185	-71.0957	-68.9106
186	-72.6427	-70.2946
187	-74.0519	-71.5945
188	-75.3212	-72.7995
189	-76.4538	-73.9035
190	-77.4574	-74.9047
191	-78.3419	-75.805
192	-79.1186	-76.6091
193	-79.799	-77.3232
194	-80.3943	-77.9547
195	-80.9146	-78.5116
196	-81.3695	-79.0014
197	-81.7671	-79.4316
198	-82.1147	-79.8091
199	-82.4188	-80.1399
200	-82.6849	-80.4298
201	-82.9178	-80.6836
202	-83.1217	-80.9057
203	-83.3004	-81.1002
204	-83.457	-81.2702
205	-83.5944	-81.4189
206	-83.7151	-81.549
207	-83.8211	-81.6627
208	-83.9144	-81.7622
209	-83.9967	-81.8491
210	-84.0694	-81.9253
211	-84.1337	-81.9919
212	-84.1907	-82.0504
213	-84.2415	-82.1016
214	-84.2868	-82.1467
215	-84.3274	-82.1865
216	-84.3639	-82.2215
217	-84.3968	-82.2526
218	-84.4267	-82.2802
219	-84.4538	-82.3048
220	-84.4787	-82.3268
221	-84.5015	-82.3467
222	-84.5226	-82.3646
223	-84.5421	-82.3809
224	-84.5603	-82.3957
225	-84.5773	-82.4094
226	-84.5933	-82.4221
227	-84.6085	-82.4338
228	-84.6228	-82.4448
229	-84.6365	-82.4552
230	-84.6495	-82.465
231	-84.6621	-82.4743
232	-84.6741	-82.4833
233	-84.6857	-82.4918
234	-84.697	-82.5001
235	-84.7079	-82.5082
236	-84.7184	-82.516
237	-84.7288	-82.5236
238	-84.7388	-82.531
239	-84.7486	-82.5384
240	-84.7582	-82.5456
241	-84.7676	-82.5526
242	-84.7769	-82.5596
243	-84.7859	-82.5665
244	-84.7948	-82.5734
245	-84.8035	-82.5801
246	-84.8121	-82.5868
247	-84.8206	-82.5934
248	-84.8289	-82.6
249	-84.8371	-82.6065
250	-84.8452	-82.613
251	-84.8531	-82.6194
252	-84.8609	-82.6258
253	-84.8687	-82.6321
254	-84.8763	-82.6384
255	-84.8838	-82.6446
256	-84.8912	-82.6507
257	-84.8985	-82.6569
258	-84.9057	-82.6629
259	-84.9128	-82.669
260	-84.9198	-82.6749
261	-84.9267	-82.6809
262	-84.9336	-82.6867
263	-84.9403	-82.6926
264	-84.9469	-82.6983
265	-84.9535	-82.7041
266	-84.9599	-82.7097
267	-84.9663	-82.7153
268	-84.9726	-82.7209
269	-84.9788	-82.7264
270	-84.9849	-82.7319
271	-84.991	-82.7373
272	-84.9969	-82.7426
273	-85.0028	-82.7479
274	-85.0086	-82.7531
275	-85.0143	-82.7583
276	-85.0199	-82.7634
277	-85.0255	-82.7685
278	-85.031	-82.7735
279	-85.0364	-82.7785
280	-85.0417	-82.7834
281	-85.047	-82.7882
282	-85.0522	-82.793
283	-85.0573	-82.7978
284	-85.0624	-82.8025
285	-85.0674	-82.8071
286	-85.0723	-82.8117
287	-85.0772	-82.8162
288	-85.082	-82.8207
289	-85.0867	-82.8251
290	-85.0913	-82.8295
291	-85.0959	-82.8338
292	-85.1005	-82.838
293	-85.1049	-82.8423
294	-85.1094	-82.8464
295	-85.1137	-82.8505
296	-85.118	-82.8546
297	-85.1222	-82.8586
298	-85.1264	-82.8626
299	-85.1305	-82.8665
300	-85.1346	-82.8703
301	-85.1386	-82.8742
302	-85.1426	-82.8779
303	-85.1465	-82.8817
304	-85.1503	-82.8853
305	-85.1541	-82.889
306	-85.1579	-82.8925
307	-85.1616	-82.8961
308	-85.1653	-82.8996
309	-85.1689	-82.903
310	-85.1724	-82.9064
311	-85.1759	-82.9098
312	-85.1794	-82.9131
313	-85.1828	-82.9164
314	-85.1862	-82.9197
315	-85.1895	-82.9229
316	-85.1928	-82.926
317	-85.196	-82.9292
318	-85.1992	-82.9322
319	-85.2024	-82.9353
320	-85.2055	-82.9383
321	-85.2086	-82.9413
322	-85.2116	-82.9442
323	-85.2146	-82.9471
324	-85.2176	-82.9499
325	-85.2205	-82.9528
